Task_ID,Department,Task_Type,Priority,Deadline_Days,Estimated_Hours,Resource_Available
2984,Tech,Hiring,1,16,1,0
2985,HR,Hiring,2,20,8,1
2986,Finance,Hiring,2,22,5,1
2987,Finance,Support,4,4,6,0
2988,Tech,Payment,5,25,20,0
2989,Tech,Development,4,20,14,0
2990,HR,Hiring,1,6,11,0
2991,Finance,Hiring,4,6,6,0
2992,Finance,Payment,5,26,11,1
2993,Finance,Hiring,3,11,13,1
2994,Finance,Support,3,26,12,0
2995,Finance,Support,1,17,2,0
2996,Marketing,Hiring,3,24,3,1
2997,Tech,Payment,4,28,4,1
2998,Marketing,Payment,1,3,17,1
2999,Finance,Payment,5,13,6,0
3000,HR,Campaign,1,22,7,1
